TMU ID, Legacy TMU ID, Site Name
C6E971CAD153789BE0433CC411ACCCEA,30014526,TMU Site 9797/2 on link A1 southbound within the A69 junction; GPS Ref: 419781;565757; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2020-02-01,00:14:00,5,76,58,6,6,6,99.77,15,120011502,11
2020-02-01,00:29:00,5,39,31,1,3,4,94.67,15,120011502,11
2020-02-01,00:44:00,5,38,34,1,0,3,102.92,15,120011502,11
2020-02-01,00:59:00,5,33,25,1,3,4,101.88,15,120011502,11
2020-02-01,01:14:00,5,33,28,1,1,3,99.63,15,120011502,11
2020-02-01,01:29:00,5,37,33,0,1,3,102.41,15,120011502,11
2020-02-01,01:44:00,5,27,23,1,0,3,95.91,15,120011502,11
2020-02-01,01:59:00,5,25,18,3,0,4,102.12,15,120011502,11
2020-02-01,02:14:00,5,12,10,0,0,2,100.07,15,120011502,11
2020-02-01,02:29:00,5,22,11,1,3,7,92.06,15,120011502,11
2020-02-01,02:44:00,5,13,8,0,2,3,93.06,15,120011502,11
2020-02-01,02:59:00,5,25,15,4,3,3,98.50,15,120011502,11
2020-02-01,03:14:00,5,26,18,3,1,4,97.43,15,120011502,11
2020-02-01,03:29:00,5,23,16,3,1,3,97.76,15,120011502,11
2020-02-01,03:44:00,5,25,16,1,3,5,102.34,15,120011502,11
2020-02-01,03:59:00,5,19,14,3,0,2,99.34,15,120011502,11
2020-02-01,04:14:00,5,33,24,2,3,4,95.58,15,120011502,11
2020-02-01,04:29:00,5,34,26,5,0,3,102.54,15,120011502,11
2020-02-01,04:44:00,5,29,21,3,3,2,97.94,15,120011502,11
2020-02-01,04:59:00,5,59,48,5,3,3,103.11,15,120011502,11
2020-02-01,05:14:00,5,52,46,1,0,5,102.21,15,120011502,11
2020-02-01,05:29:00,5,59,49,1,6,3,97.89,15,120011502,11
2020-02-01,05:44:00,5,88,78,3,3,4,103.51,15,120011502,11
2020-02-01,05:59:00,5,103,92,8,1,2,102.13,15,120011502,11
2020-02-01,06:14:00,5,123,106,7,5,5,103.79,15,120011502,11
2020-02-01,06:29:00,5,133,119,6,3,5,102.24,15,120011502,11
2020-02-01,06:44:00,5,159,131,15,8,5,102.19,15,120011502,11
2020-02-01,06:59:00,5,196,162,21,7,6,102.51,15,120011502,11
2020-02-01,07:14:00,5,220,190,13,10,7,101.20,15,120011502,11
2020-02-01,07:29:00,5,235,203,13,11,8,99.47,15,120011502,11
2020-02-01,07:44:00,5,249,214,21,11,3,102.97,15,120011502,11
2020-02-01,07:59:00,5,268,238,16,10,4,103.35,15,120011502,11
2020-02-01,08:14:00,5,294,264,12,8,10,104.67,15,120011502,11
2020-02-01,08:29:00,5,372,335,23,10,4,101.69,15,120011502,11
2020-02-01,08:44:00,5,448,420,9,12,7,103.78,15,120011502,11
2020-02-01,08:59:00,5,442,411,14,8,9,101.95,15,120011502,11
2020-02-01,09:14:00,5,407,377,17,7,6,100.94,15,120011502,11
2020-02-01,09:29:00,5,479,446,17,10,6,97.63,15,120011502,11
2020-02-01,09:44:00,5,548,511,23,6,8,100.46,15,120011502,11
2020-02-01,09:59:00,5,556,516,26,8,6,99.66,15,120011502,11
2020-02-01,10:14:00,5,577,542,16,9,10,98.70,15,120011502,11
2020-02-01,10:29:00,5,653,617,21,11,4,98.19,15,120011502,11
2020-02-01,10:44:00,5,632,596,21,7,8,97.86,15,120011502,11
2020-02-01,10:59:00,5,693,640,33,15,5,94.00,15,120011502,11
2020-02-01,11:14:00,5,689,644,20,14,11,95.48,15,120011502,11
2020-02-01,11:29:00,5,719,673,24,13,9,96.98,15,120011502,11
2020-02-01,11:44:00,5,704,664,16,15,9,93.88,15,120011502,11
2020-02-01,11:59:00,5,695,662,26,6,1,96.13,15,120011502,11
2020-02-01,12:14:00,5,699,669,20,7,3,96.40,15,120011502,11
2020-02-01,12:29:00,5,769,732,22,9,6,93.34,15,120011502,11
2020-02-01,12:44:00,5,726,688,22,10,6,95.89,15,120011502,11
2020-02-01,12:59:00,5,655,624,20,6,5,95.45,15,120011502,11
2020-02-01,13:14:00,5,698,664,20,10,4,92.74,15,120011502,11
2020-02-01,13:29:00,5,698,653,29,10,6,94.61,15,120011502,11
2020-02-01,13:44:00,5,676,636,29,7,4,92.98,15,120011502,11
2020-02-01,13:59:00,5,632,600,18,6,8,93.87,15,120011502,11
2020-02-01,14:14:00,5,664,619,27,13,5,93.13,15,120011502,11
2020-02-01,14:29:00,5,684,660,11,4,9,94.06,15,120011502,11
2020-02-01,14:44:00,5,686,635,31,15,5,94.31,15,120011502,11
2020-02-01,14:59:00,5,630,594,22,8,6,94.76,15,120011502,11
2020-02-01,15:14:00,5,553,528,16,5,4,98.67,15,120011502,11
2020-02-01,15:29:00,5,556,523,20,10,3,99.03,15,120011502,11
2020-02-01,15:44:00,5,581,560,14,6,1,98.54,15,120011502,11
2020-02-01,15:59:00,5,513,487,15,7,4,98.54,15,120011502,11
2020-02-01,16:14:00,5,580,551,18,9,2,97.20,15,120011502,11
2020-02-01,16:29:00,5,526,506,7,6,7,100.13,15,120011502,11
2020-02-01,16:44:00,5,528,502,19,5,2,97.05,15,120011502,11
2020-02-01,16:59:00,5,473,453,15,5,0,99.86,15,120011502,11
2020-02-01,17:14:00,5,479,451,14,6,8,97.66,15,120011502,11
2020-02-01,17:29:00,5,511,487,15,5,4,99.70,15,120011502,11
2020-02-01,17:44:00,5,416,395,14,3,4,98.07,15,120011502,11
2020-02-01,17:59:00,5,416,398,9,7,2,100.06,15,120011502,11
2020-02-01,18:14:00,5,470,457,8,3,2,101.12,15,120011502,11
2020-02-01,18:29:00,5,361,348,6,1,6,101.85,15,120011502,11
2020-02-01,18:44:00,5,310,297,8,3,2,102.57,15,120011502,11
2020-02-01,18:59:00,5,330,319,5,3,3,101.68,15,120011502,11
2020-02-01,19:14:00,5,236,219,6,2,9,101.72,15,120011502,11
2020-02-01,19:29:00,5,254,245,7,1,1,102.78,15,120011502,11
2020-02-01,19:44:00,5,214,204,5,4,1,104.64,15,120011502,11
2020-02-01,19:59:00,5,191,179,5,2,5,104.90,15,120011502,11
2020-02-01,20:14:00,5,185,175,2,4,4,102.17,15,120011502,11
2020-02-01,20:29:00,5,198,193,1,2,2,103.88,15,120011502,11
2020-02-01,20:44:00,5,148,144,1,0,3,106.61,15,120011502,11
2020-02-01,20:59:00,5,128,124,2,0,2,105.37,15,120011502,11
2020-02-01,21:14:00,5,142,141,0,0,1,102.35,15,120011502,11
2020-02-01,21:29:00,5,124,116,4,1,3,100.82,15,120011502,11
2020-02-01,21:44:00,5,100,94,4,0,2,103.71,15,120011502,11
2020-02-01,21:59:00,5,98,92,2,0,4,105.55,15,120011502,11
2020-02-01,22:14:00,5,86,80,1,0,5,103.09,15,120011502,11
2020-02-01,22:29:00,5,98,92,2,0,4,102.76,15,120011502,11
2020-02-01,22:44:00,5,112,110,2,0,0,106.53,15,120011502,11
2020-02-01,22:59:00,5,104,98,2,1,3,104.71,15,120011502,11
2020-02-01,23:14:00,5,109,105,3,0,1,105.38,15,120011502,11
2020-02-01,23:29:00,5,91,85,2,2,2,100.67,15,120011502,11
2020-02-01,23:44:00,5,76,71,0,1,4,105.67,15,120011502,11
2020-02-01,23:59:00,5,74,67,1,3,3,106.03,15,120011502,11
2020-02-02,00:14:00,6,68,60,1,3,4,105.05,15,120011502,11
2020-02-02,00:29:00,6,47,43,2,2,0,105.57,15,120011502,11
2020-02-02,00:44:00,6,48,41,2,3,2,102.79,15,120011502,11
2020-02-02,00:59:00,6,50,40,3,3,4,99.89,15,120011502,11
2020-02-02,01:14:00,6,52,46,1,2,3,100.26,15,120011502,11
2020-02-02,01:29:00,6,33,31,1,0,1,104.90,15,120011502,11
2020-02-02,01:44:00,6,26,22,4,0,0,108.50,15,120011502,11
2020-02-02,01:59:00,6,27,25,1,1,0,105.08,15,120011502,11
2020-02-02,02:14:00,6,17,12,1,1,3,102.46,15,120011502,11
2020-02-02,02:29:00,6,21,17,2,0,2,102.46,15,120011502,11
2020-02-02,02:44:00,6,20,20,0,0,0,105.55,15,120011502,11
2020-02-02,02:59:00,6,15,12,0,0,3,111.01,15,120011502,11
2020-02-02,03:14:00,6,18,13,1,1,3,105.92,15,120011502,11
2020-02-02,03:29:00,6,16,13,1,1,1,93.40,15,120011502,11
2020-02-02,03:44:00,6,22,18,2,0,2,100.36,15,120011502,11
2020-02-02,03:59:00,6,19,17,0,1,1,105.92,15,120011502,11
2020-02-02,04:14:00,6,32,29,2,0,1,106.11,15,120011502,11
2020-02-02,04:29:00,6,32,31,0,0,1,98.65,15,120011502,11
2020-02-02,04:44:00,6,26,25,1,0,0,104.77,15,120011502,11
2020-02-02,04:59:00,6,33,29,4,0,0,110.64,15,120011502,11
2020-02-02,05:14:00,6,34,31,0,1,2,104.11,15,120011502,11
2020-02-02,05:29:00,6,40,37,1,1,1,107.18,15,120011502,11
2020-02-02,05:44:00,6,48,46,1,1,0,104.31,15,120011502,11
2020-02-02,05:59:00,6,69,65,1,3,0,105.96,15,120011502,11
2020-02-02,06:14:00,6,72,67,3,1,1,101.95,15,120011502,11
2020-02-02,06:29:00,6,76,69,2,3,2,103.05,15,120011502,11
2020-02-02,06:44:00,6,73,63,6,1,3,102.63,15,120011502,11
2020-02-02,06:59:00,6,109,101,3,2,3,105.23,15,120011502,11
2020-02-02,07:14:00,6,129,116,10,2,1,103.93,15,120011502,11
2020-02-02,07:29:00,6,106,94,7,1,4,106.23,15,120011502,11
2020-02-02,07:44:00,6,141,131,5,1,4,104.01,15,120011502,11
2020-02-02,07:59:00,6,126,115,7,2,2,108.83,15,120011502,11
2020-02-02,08:14:00,6,150,140,5,2,3,104.85,15,120011502,11
2020-02-02,08:29:00,6,171,165,2,3,1,105.53,15,120011502,11
2020-02-02,08:44:00,6,177,165,6,0,6,104.98,15,120011502,11
2020-02-02,08:59:00,6,209,193,8,6,2,106.05,15,120011502,11
2020-02-02,09:14:00,6,238,222,7,8,1,106.83,15,120011502,11
2020-02-02,09:29:00,6,267,249,6,4,8,107.36,15,120011502,11
2020-02-02,09:44:00,6,331,318,7,4,2,106.11,15,120011502,11
2020-02-02,09:59:00,6,446,419,11,8,8,102.11,15,120011502,11
2020-02-02,10:14:00,6,426,400,12,5,9,102.60,15,120011502,11
2020-02-02,10:29:00,6,532,509,15,2,6,101.60,15,120011502,11
2020-02-02,10:44:00,6,656,633,9,6,8,97.86,15,120011502,11
2020-02-02,10:59:00,6,719,694,16,4,5,96.43,15,120011502,11
2020-02-02,11:14:00,6,720,696,10,9,5,92.86,15,120011502,11
2020-02-02,11:29:00,6,719,678,24,11,6,90.46,15,120011502,11
2020-02-02,11:44:00,6,727,698,13,10,6,88.54,15,120011502,11
2020-02-02,11:59:00,6,758,728,17,7,6,85.99,15,120011502,11
2020-02-02,12:14:00,6,720,692,13,6,9,88.82,15,120011502,11
2020-02-02,12:29:00,6,684,654,10,9,11,91.66,15,120011502,11
2020-02-02,12:44:00,6,769,731,18,6,14,88.87,15,120011502,11
2020-02-02,12:59:00,6,794,751,23,13,7,88.86,15,120011502,11
2020-02-02,13:14:00,6,773,735,23,8,7,93.85,15,120011502,11
2020-02-02,13:29:00,6,693,658,19,6,10,95.88,15,120011502,11
2020-02-02,13:44:00,6,656,626,16,6,8,91.55,15,120011502,11
2020-02-02,13:59:00,6,675,638,22,3,12,93.38,15,120011502,11
2020-02-02,14:14:00,6,619,595,15,6,3,96.20,15,120011502,11
2020-02-02,14:29:00,6,671,640,13,6,12,90.96,15,120011502,11
2020-02-02,14:44:00,6,640,602,27,3,8,89.97,15,120011502,11
2020-02-02,14:59:00,6,681,641,23,10,7,91.57,15,120011502,11
2020-02-02,15:14:00,6,650,628,11,5,6,95.38,15,120011502,11
2020-02-02,15:29:00,6,642,606,21,10,5,95.08,15,120011502,11
2020-02-02,15:44:00,6,538,518,11,5,4,100.35,15,120011502,11
2020-02-02,15:59:00,6,558,533,16,4,5,99.94,15,120011502,11
2020-02-02,16:14:00,6,493,470,11,8,4,101.63,15,120011502,11
2020-02-02,16:29:00,6,542,514,11,7,10,100.01,15,120011502,11
2020-02-02,16:44:00,6,509,484,13,8,4,99.98,15,120011502,11
2020-02-02,16:59:00,6,454,426,14,9,5,100.38,15,120011502,11
2020-02-02,17:14:00,6,437,413,14,8,2,99.22,15,120011502,11
2020-02-02,17:29:00,6,470,453,11,4,2,97.51,15,120011502,11
2020-02-02,17:44:00,6,413,389,15,5,4,99.39,15,120011502,11
2020-02-02,17:59:00,6,379,364,11,0,4,99.25,15,120011502,11
2020-02-02,18:14:00,6,357,343,4,5,5,101.29,15,120011502,11
2020-02-02,18:29:00,6,373,354,16,1,2,102.90,15,120011502,11
2020-02-02,18:44:00,6,331,318,6,2,5,100.52,15,120011502,11
2020-02-02,18:59:00,6,332,316,8,1,7,102.84,15,120011502,11
2020-02-02,19:14:00,6,266,247,13,3,3,104.05,15,120011502,11
2020-02-02,19:29:00,6,245,232,7,2,4,106.15,15,120011502,11
2020-02-02,19:44:00,6,236,222,4,6,4,104.66,15,120011502,11
2020-02-02,19:59:00,6,241,230,7,2,2,105.90,15,120011502,11
2020-02-02,20:14:00,6,182,168,4,4,6,103.48,15,120011502,11
2020-02-02,20:29:00,6,169,160,2,2,5,104.08,15,120011502,11
2020-02-02,20:44:00,6,172,161,3,2,6,103.58,15,120011502,11
2020-02-02,20:59:00,6,127,119,4,2,2,104.96,15,120011502,11
2020-02-02,21:14:00,6,120,114,6,0,0,105.46,15,120011502,11
2020-02-02,21:29:00,6,128,121,2,1,4,104.81,15,120011502,11
2020-02-02,21:44:00,6,119,110,3,3,3,104.20,15,120011502,11
2020-02-02,21:59:00,6,107,102,2,0,3,107.65,15,120011502,11
2020-02-02,22:14:00,6,129,123,3,0,3,105.59,15,120011502,11
2020-02-02,22:29:00,6,112,107,1,0,4,104.82,15,120011502,11
2020-02-02,22:44:00,6,103,88,4,5,6,104.40,15,120011502,11
2020-02-02,22:59:00,6,69,57,4,2,6,100.38,15,120011502,11
2020-02-02,23:14:00,6,53,46,2,3,2,107.83,15,120011502,11
2020-02-02,23:29:00,6,74,68,2,3,1,107.34,15,120011502,11
2020-02-02,23:44:00,6,33,30,0,2,1,103.36,15,120011502,11
2020-02-02,23:59:00,6,49,36,3,5,5,100.28,15,120011502,11
2020-02-03,00:14:00,0,17,15,0,0,2,105.84,15,120011502,11
2020-02-03,00:29:00,0,27,22,1,1,3,103.70,15,120011502,11
2020-02-03,00:44:00,0,18,12,0,1,5,105.98,15,120011502,11
2020-02-03,00:59:00,0,20,17,1,0,2,104.87,15,120011502,11
2020-02-03,01:14:00,0,16,14,1,0,1,99.55,15,120011502,11
2020-02-03,01:29:00,0,12,9,0,1,2,106.45,15,120011502,11
2020-02-03,01:44:00,0,18,15,0,1,2,100.35,15,120011502,11
2020-02-03,01:59:00,0,25,22,0,2,1,103.21,15,120011502,11
2020-02-03,02:14:00,0,47,41,1,2,3,103.46,15,120011502,11
2020-02-03,02:29:00,0,32,27,1,2,2,100.77,15,120011502,11
2020-02-03,02:44:00,0,29,22,3,0,4,107.85,15,120011502,11
2020-02-03,02:59:00,0,24,19,2,0,3,107.11,15,120011502,11
2020-02-03,03:14:00,0,24,16,2,2,4,100.30,15,120011502,11
2020-02-03,03:29:00,0,38,28,3,4,3,102.56,15,120011502,11
2020-02-03,03:44:00,0,45,30,2,4,9,99.37,15,120011502,11
2020-02-03,03:59:00,0,46,35,3,2,6,101.48,15,120011502,11
2020-02-03,04:14:00,0,37,29,2,1,5,100.87,15,120011502,11
2020-02-03,04:29:00,0,69,49,10,4,6,104.23,15,120011502,11
2020-02-03,04:44:00,0,77,62,5,2,8,106.10,15,120011502,11
2020-02-03,04:59:00,0,82,63,8,4,7,103.27,15,120011502,11
2020-02-03,05:14:00,0,113,96,6,7,4,104.63,15,120011502,11
2020-02-03,05:29:00,0,159,139,5,6,9,104.05,15,120011502,11
2020-02-03,05:44:00,0,206,182,6,4,14,103.76,15,120011502,11
2020-02-03,05:59:00,0,228,200,11,7,10,102.92,15,120011502,11
2020-02-03,06:14:00,0,329,275,26,7,21,101.39,15,120011502,11
2020-02-03,06:29:00,0,396,335,29,11,21,101.28,15,120011502,11
2020-02-03,06:44:00,0,548,484,42,7,15,98.66,15,120011502,11
2020-02-03,06:59:00,0,761,686,46,13,16,92.91,15,120011502,11
2020-02-03,07:14:00,0,829,736,59,15,19,82.70,15,120011502,11
2020-02-03,07:29:00,0,832,763,37,20,12,64.96,15,120011502,11
2020-02-03,07:44:00,0,834,757,41,19,17,67.46,15,120011502,11
2020-02-03,07:59:00,0,841,750,49,20,22,57.53,15,120011502,11
2020-02-03,08:14:00,0,839,773,33,19,14,83.41,15,120011502,11
2020-02-03,08:29:00,0,849,773,40,24,12,84.29,15,120011502,11
2020-02-03,08:44:00,0,806,716,40,34,16,87.53,15,120011502,11
2020-02-03,08:59:00,0,725,629,54,28,14,91.17,15,120011502,11
2020-02-03,09:14:00,0,678,603,33,25,17,92.81,15,120011502,11
2020-02-03,09:29:00,0,704,601,51,20,32,91.05,15,120011502,11
2020-02-03,09:44:00,0,551,462,42,33,14,95.56,15,120011502,11
2020-02-03,09:59:00,0,614,514,57,30,13,93.82,15,120011502,11
2020-02-03,10:14:00,0,584,476,56,31,21,93.95,15,120011502,11
2020-02-03,10:29:00,0,589,481,50,40,18,94.49,15,120011502,11
2020-02-03,10:44:00,0,583,495,34,34,20,93.04,15,120011502,11
2020-02-03,10:59:00,0,568,461,42,39,26,91.38,15,120011502,11
2020-02-03,11:14:00,0,617,502,49,42,24,94.79,15,120011502,11
2020-02-03,11:29:00,0,603,501,31,40,31,93.57,15,120011502,11
2020-02-03,11:44:00,0,616,496,57,35,28,93.75,15,120011502,11
2020-02-03,11:59:00,0,639,530,43,42,24,92.25,15,120011502,11
2020-02-03,12:14:00,0,597,465,61,48,23,92.30,15,120011502,11
2020-02-03,12:29:00,0,615,512,46,37,20,93.92,15,120011502,11
2020-02-03,12:44:00,0,619,494,39,50,36,93.38,15,120011502,11
2020-02-03,12:59:00,0,524,444,42,23,15,95.98,15,120011502,11
2020-02-03,13:14:00,0,577,484,34,32,27,94.08,15,120011502,11
2020-02-03,13:29:00,0,657,565,34,33,25,94.38,15,120011502,11
2020-02-03,13:44:00,0,557,450,45,33,29,89.34,15,120011502,11
2020-02-03,13:59:00,0,532,430,46,37,19,95.55,15,120011502,11
2020-02-03,14:14:00,0,617,485,55,43,34,91.35,15,120011502,11
2020-02-03,14:29:00,0,683,553,54,43,33,90.72,15,120011502,11
2020-02-03,14:44:00,0,657,523,62,44,28,91.02,15,120011502,11
2020-02-03,14:59:00,0,588,480,52,31,25,92.66,15,120011502,11
2020-02-03,15:14:00,0,677,552,59,38,28,90.93,15,120011502,11
2020-02-03,15:29:00,0,720,575,76,48,21,87.09,15,120011502,11
2020-02-03,15:44:00,0,630,527,47,30,26,89.95,15,120011502,11
2020-02-03,15:59:00,0,741,604,73,45,19,83.68,15,120011502,11
2020-02-03,16:14:00,0,811,693,64,31,23,82.63,15,120011502,11
2020-02-03,16:29:00,0,772,681,60,19,12,83.51,15,120011502,11
2020-02-03,16:44:00,0,741,656,43,28,14,78.99,15,120011502,11
2020-02-03,16:59:00,0,757,684,34,22,17,77.96,15,120011502,11
2020-02-03,17:14:00,0,741,660,36,20,25,82.93,15,120011502,11
2020-02-03,17:29:00,0,755,699,25,10,21,84.34,15,120011502,11
2020-02-03,17:44:00,0,655,601,30,8,16,82.99,15,120011502,11
2020-02-03,17:59:00,0,598,562,17,3,16,86.95,15,120011502,11
2020-02-03,18:14:00,0,600,553,24,9,14,89.01,15,120011502,11
2020-02-03,18:29:00,0,583,549,14,7,13,92.98,15,120011502,11
2020-02-03,18:44:00,0,399,365,12,7,15,98.07,15,120011502,11
2020-02-03,18:59:00,0,385,353,7,12,13,98.95,15,120011502,11
2020-02-03,19:14:00,0,382,352,16,4,10,99.62,15,120011502,11
2020-02-03,19:29:00,0,338,315,13,1,9,99.91,15,120011502,11
2020-02-03,19:44:00,0,279,252,12,7,8,99.16,15,120011502,11
2020-02-03,19:59:00,0,209,194,6,2,7,99.92,15,120011502,11
2020-02-03,20:14:00,0,213,199,5,3,6,100.23,15,120011502,11
2020-02-03,20:29:00,0,206,195,3,3,5,100.77,15,120011502,11
2020-02-03,20:44:00,0,167,157,3,0,7,103.60,15,120011502,11
2020-02-03,20:59:00,0,184,172,3,0,9,99.66,15,120011502,11
2020-02-03,21:14:00,0,180,174,3,1,2,102.14,15,120011502,11
2020-02-03,21:29:00,0,149,137,3,1,8,100.08,15,120011502,11
2020-02-03,21:44:00,0,114,110,2,0,2,102.48,15,120011502,11
2020-02-03,21:59:00,0,147,138,2,2,5,100.63,15,120011502,11
2020-02-03,22:14:00,0,154,141,4,4,5,98.52,15,120011502,11
2020-02-03,22:29:00,0,171,165,2,1,3,97.47,15,120011502,11
2020-02-03,22:44:00,0,93,88,1,1,3,102.15,15,120011502,11
2020-02-03,22:59:00,0,106,93,6,4,3,98.74,15,120011502,11
2020-02-03,23:14:00,0,54,50,0,1,3,105.95,15,120011502,11
2020-02-03,23:29:00,0,56,42,2,3,9,100.37,15,120011502,11
2020-02-03,23:44:00,0,33,22,3,1,7,93.50,15,120011502,11
2020-02-03,23:59:00,0,38,31,3,1,3,101.04,15,120011502,11
2020-02-04,00:14:00,1,25,19,0,2,4,95.95,15,120011502,11
2020-02-04,00:29:00,1,31,17,2,2,10,95.17,15,120011502,11
2020-02-04,00:44:00,1,17,11,3,1,2,99.49,15,120011502,11
2020-02-04,00:59:00,1,17,11,1,0,5,100.47,15,120011502,11
2020-02-04,01:14:00,1,19,11,2,3,3,96.81,15,120011502,11
2020-02-04,01:29:00,1,12,7,1,3,1,97.68,15,120011502,11
2020-02-04,01:44:00,1,18,12,2,1,3,100.62,15,120011502,11
2020-02-04,01:59:00,1,19,11,2,2,4,95.58,15,120011502,11
2020-02-04,02:14:00,1,11,9,0,0,2,105.19,15,120011502,11
2020-02-04,02:29:00,1,27,18,3,2,4,100.59,15,120011502,11
2020-02-04,02:44:00,1,13,10,0,0,3,100.86,15,120011502,11
2020-02-04,02:59:00,1,19,15,1,1,2,94.16,15,120011502,11
2020-02-04,03:14:00,1,25,17,1,2,5,99.50,15,120011502,11
2020-02-04,03:29:00,1,17,8,1,4,4,98.24,15,120011502,11
2020-02-04,03:44:00,1,28,19,3,1,5,95.30,15,120011502,11
2020-02-04,03:59:00,1,38,24,6,2,6,99.33,15,120011502,11
2020-02-04,04:14:00,1,33,23,3,2,5,98.03,15,120011502,11
2020-02-04,04:29:00,1,59,41,8,6,4,99.37,15,120011502,11
2020-02-04,04:44:00,1,55,43,3,3,6,100.96,15,120011502,11
2020-02-04,04:59:00,1,72,55,6,3,8,100.81,15,120011502,11
2020-02-04,05:14:00,1,80,66,3,2,9,99.82,15,120011502,11
2020-02-04,05:29:00,1,131,106,9,6,10,100.11,15,120011502,11
2020-02-04,05:44:00,1,219,185,12,7,15,103.22,15,120011502,11
2020-02-04,05:59:00,1,202,176,14,4,8,104.93,15,120011502,11
2020-02-04,06:14:00,1,259,219,14,8,18,102.80,15,120011502,11
2020-02-04,06:29:00,1,390,346,21,13,10,102.43,15,120011502,11
2020-02-04,06:44:00,1,542,483,36,15,8,98.06,15,120011502,11
2020-02-04,06:59:00,1,736,662,43,23,8,93.24,15,120011502,11
2020-02-04,07:14:00,1,910,825,49,19,17,77.47,15,120011502,11
2020-02-04,07:29:00,1,733,650,49,16,18,40.26,15,120011502,11
2020-02-04,07:44:00,1,804,738,40,16,10,72.92,15,120011502,11
2020-02-04,07:59:00,1,842,765,36,26,15,74.70,15,120011502,11
2020-02-04,08:14:00,1,818,742,35,16,25,82.93,15,120011502,11
2020-02-04,08:29:00,1,928,839,36,36,17,79.60,15,120011502,11
2020-02-04,08:44:00,1,826,738,40,25,23,83.03,15,120011502,11
2020-02-04,08:59:00,1,693,596,36,40,21,91.79,15,120011502,11
2020-02-04,09:14:00,1,702,604,35,38,25,90.64,15,120011502,11
2020-02-04,09:29:00,1,707,619,43,27,18,92.67,15,120011502,11
2020-02-04,09:44:00,1,583,481,46,30,26,95.40,15,120011502,11
2020-02-04,09:59:00,1,572,453,48,45,26,94.61,15,120011502,11
2020-02-04,10:14:00,1,548,434,48,44,22,96.41,15,120011502,11
2020-02-04,10:29:00,1,573,466,38,43,26,96.97,15,120011502,11
2020-02-04,10:44:00,1,536,439,41,39,17,97.05,15,120011502,11
2020-02-04,10:59:00,1,572,459,48,36,29,93.99,15,120011502,11
2020-02-04,11:14:00,1,586,466,44,43,33,95.86,15,120011502,11
2020-02-04,11:29:00,1,607,497,57,31,22,95.14,15,120011502,11
2020-02-04,11:44:00,1,623,496,61,48,18,94.06,15,120011502,11
2020-02-04,11:59:00,1,602,507,43,29,23,94.20,15,120011502,11
2020-02-04,12:14:00,1,617,516,38,41,22,97.28,15,120011502,11
2020-02-04,12:29:00,1,613,497,55,37,24,95.98,15,120011502,11
2020-02-04,12:44:00,1,611,496,36,45,34,94.67,15,120011502,11
2020-02-04,12:59:00,1,594,480,50,41,23,96.10,15,120011502,11
2020-02-04,13:14:00,1,556,448,50,35,23,96.74,15,120011502,11
2020-02-04,13:29:00,1,604,477,55,46,26,94.39,15,120011502,11
2020-02-04,13:44:00,1,580,461,51,35,33,95.40,15,120011502,11
2020-02-04,13:59:00,1,594,455,66,46,27,89.50,15,120011502,11
2020-02-04,14:14:00,1,570,441,58,42,29,96.25,15,120011502,11
2020-02-04,14:29:00,1,608,491,51,30,36,95.92,15,120011502,11
2020-02-04,14:44:00,1,589,453,50,55,31,93.11,15,120011502,11
2020-02-04,14:59:00,1,631,514,61,40,16,94.96,15,120011502,11
2020-02-04,15:14:00,1,643,514,52,47,30,94.81,15,120011502,11
2020-02-04,15:29:00,1,720,577,62,47,34,91.61,15,120011502,11
2020-02-04,15:44:00,1,729,594,73,40,22,90.41,15,120011502,11
2020-02-04,15:59:00,1,750,621,74,39,16,88.30,15,120011502,11
2020-02-04,16:14:00,1,796,683,62,34,17,83.21,15,120011502,11
2020-02-04,16:29:00,1,788,696,54,22,16,85.03,15,120011502,11
2020-02-04,16:44:00,1,776,663,58,23,32,83.92,15,120011502,11
2020-02-04,16:59:00,1,727,660,34,19,14,85.69,15,120011502,11
2020-02-04,17:14:00,1,774,691,40,25,18,81.20,15,120011502,11
2020-02-04,17:29:00,1,767,703,30,16,18,85.67,15,120011502,11
2020-02-04,17:44:00,1,677,631,18,10,18,88.67,15,120011502,11
2020-02-04,17:59:00,1,714,665,19,13,17,86.59,15,120011502,11
2020-02-04,18:14:00,1,654,603,23,12,16,91.62,15,120011502,11
2020-02-04,18:29:00,1,579,543,12,10,14,93.36,15,120011502,11
2020-02-04,18:44:00,1,460,423,21,4,12,98.54,15,120011502,11
2020-02-04,18:59:00,1,434,413,11,6,4,100.63,15,120011502,11
2020-02-04,19:14:00,1,390,359,11,7,13,101.22,15,120011502,11
2020-02-04,19:29:00,1,343,319,10,6,8,102.44,15,120011502,11
2020-02-04,19:44:00,1,260,247,5,2,6,103.86,15,120011502,11
2020-02-04,19:59:00,1,235,213,11,2,9,101.32,15,120011502,11
2020-02-04,20:14:00,1,243,222,8,4,9,102.64,15,120011502,11
2020-02-04,20:29:00,1,210,202,1,2,5,103.20,15,120011502,11
2020-02-04,20:44:00,1,176,164,4,1,7,104.75,15,120011502,11
2020-02-04,20:59:00,1,162,149,6,4,3,105.77,15,120011502,11
