TMU ID, Legacy TMU ID, Site Name
C6E971CAD153789BE0433CC411ACCCEA,30014526,TMU Site 9797/2 on link A1 southbound within the A69 junction; GPS Ref: 419781;565757; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2020-02-26,14:59:00,2,645,508,67,34,36,92.36,15,120011502,11
2020-02-26,15:14:00,2,710,589,53,45,23,93.13,15,120011502,11
2020-02-26,15:29:00,2,710,582,62,44,22,93.54,15,120011502,11
2020-02-26,15:44:00,2,743,613,66,45,19,93.33,15,120011502,11
2020-02-26,15:59:00,2,738,614,66,36,22,89.95,15,120011502,11
2020-02-26,16:14:00,2,816,677,79,40,20,82.71,15,120011502,11
2020-02-26,16:29:00,2,811,725,46,32,8,76.49,15,120011502,11
2020-02-26,16:44:00,2,785,680,57,32,16,77.41,15,120011502,11
2020-02-26,16:59:00,2,772,698,28,29,17,79.55,15,120011502,11
2020-02-26,17:14:00,2,752,685,36,18,13,80.76,15,120011502,11
2020-02-26,17:29:00,2,734,661,42,13,18,81.86,15,120011502,11
2020-02-26,17:44:00,2,746,684,33,15,14,81.67,15,120011502,11
2020-02-26,17:59:00,2,705,655,26,13,11,87.25,15,120011502,11
2020-02-26,18:14:00,2,696,645,33,7,11,88.08,15,120011502,11
2020-02-26,18:29:00,2,665,616,23,9,17,89.44,15,120011502,11
2020-02-26,18:44:00,2,491,457,11,8,15,95.87,15,120011502,11
2020-02-26,18:59:00,2,414,382,12,8,12,99.16,15,120011502,11
2020-02-26,19:14:00,2,405,374,13,12,6,100.19,15,120011502,11
2020-02-26,19:29:00,2,348,324,11,6,7,101.85,15,120011502,11
2020-02-26,19:44:00,2,317,295,4,6,12,101.01,15,120011502,11
2020-02-26,19:59:00,2,263,242,7,1,13,102.83,15,120011502,11
2020-02-26,20:14:00,2,247,229,6,5,7,101.89,15,120011502,11
2020-02-26,20:29:00,2,262,247,9,1,5,102.83,15,120011502,11
2020-02-26,20:44:00,2,216,202,1,5,8,100.22,15,120011502,11
2020-02-26,20:59:00,2,216,202,8,1,5,104.44,15,120011502,11
2020-02-26,21:14:00,2,168,155,7,1,5,103.50,15,120011502,11
2020-02-26,21:29:00,2,188,176,4,3,5,104.45,15,120011502,11
2020-02-26,21:44:00,2,183,172,5,3,3,102.00,15,120011502,11
2020-02-26,21:59:00,2,171,162,5,1,3,101.68,15,120011502,11
2020-02-26,22:14:00,2,113,107,2,1,3,102.57,15,120011502,11
2020-02-26,22:29:00,2,126,120,2,1,3,105.15,15,120011502,11
2020-02-26,22:44:00,2,89,84,2,1,2,102.39,15,120011502,11
2020-02-26,22:59:00,2,59,49,3,4,3,99.88,15,120011502,11
2020-02-26,23:14:00,2,56,45,3,2,6,101.06,15,120011502,11
2020-02-26,23:29:00,2,61,56,1,0,4,112.31,15,120011502,11
2020-02-26,23:44:00,2,60,47,2,7,4,101.34,15,120011502,11
2020-02-26,23:59:00,2,42,33,3,2,4,104.16,15,120011502,11
2020-02-27,00:14:00,3,30,24,2,0,4,104.95,15,120011502,11
2020-02-27,00:29:00,3,38,27,3,3,5,93.27,15,120011502,11
2020-02-27,00:44:00,3,26,17,0,4,5,99.09,15,120011502,11
2020-02-27,00:59:00,3,26,15,3,3,5,98.52,15,120011502,11
2020-02-27,01:14:00,3,18,9,2,2,5,102.71,15,120011502,11
2020-02-27,01:29:00,3,20,15,1,3,1,106.83,15,120011502,11
2020-02-27,01:44:00,3,16,14,1,0,1,105.32,15,120011502,11
2020-02-27,01:59:00,3,16,8,3,3,2,97.82,15,120011502,11
2020-02-27,02:14:00,3,21,12,1,3,5,91.89,15,120011502,11
2020-02-27,02:29:00,3,17,13,1,0,3,95.74,15,120011502,11
2020-02-27,02:44:00,3,25,13,2,5,5,95.81,15,120011502,11
2020-02-27,02:59:00,3,22,14,6,0,2,100.06,15,120011502,11
2020-02-27,03:14:00,3,17,11,2,1,3,102.88,15,120011502,11
2020-02-27,03:29:00,3,17,11,0,4,2,100.08,15,120011502,11
2020-02-27,03:44:00,3,34,19,5,3,7,100.45,15,120011502,11
2020-02-27,03:59:00,3,32,21,3,4,4,105.36,15,120011502,11
2020-02-27,04:14:00,3,36,24,6,5,1,105.24,15,120011502,11
2020-02-27,04:29:00,3,34,21,6,2,5,95.58,15,120011502,11
2020-02-27,04:44:00,3,43,32,4,1,6,105.89,15,120011502,11
2020-02-27,04:59:00,3,66,50,3,7,6,103.13,15,120011502,11
2020-02-27,05:14:00,3,78,61,6,6,5,103.91,15,120011502,11
2020-02-27,05:29:00,3,140,114,13,8,5,101.97,15,120011502,11
2020-02-27,05:44:00,3,200,168,13,8,11,103.98,15,120011502,11
2020-02-27,05:59:00,3,175,151,10,6,8,105.61,15,120011502,11
2020-02-27,06:14:00,3,288,250,15,11,12,101.49,15,120011502,11
2020-02-27,06:29:00,3,361,317,22,9,13,103.44,15,120011502,11
2020-02-27,06:44:00,3,529,468,39,12,10,99.85,15,120011502,11
2020-02-27,06:59:00,3,710,619,61,17,13,94.01,15,120011502,11
2020-02-27,07:14:00,3,841,768,51,13,9,87.20,15,120011502,11
2020-02-27,07:29:00,3,754,659,58,27,10,38.56,15,120011502,11
2020-02-27,07:44:00,3,703,623,46,19,15,32.60,15,120011502,11
2020-02-27,07:59:00,3,685,619,40,13,13,34.83,15,120011502,11
2020-02-27,08:14:00,3,811,729,42,20,20,59.87,15,120011502,11
2020-02-27,08:29:00,3,887,796,46,31,14,77.01,15,120011502,11
2020-02-27,08:44:00,3,888,771,56,36,25,84.64,15,120011502,11
2020-02-27,08:59:00,3,710,622,33,36,19,91.35,15,120011502,11
2020-02-27,09:14:00,3,660,573,35,27,25,92.63,15,120011502,11
2020-02-27,09:29:00,3,655,564,40,25,26,92.06,15,120011502,11
2020-02-27,09:44:00,3,539,464,30,25,20,95.11,15,120011502,11
2020-02-27,09:59:00,3,622,521,45,27,29,91.43,15,120011502,11
2020-02-27,10:14:00,3,578,472,46,35,25,94.23,15,120011502,11
2020-02-27,10:29:00,3,567,459,44,40,24,95.32,15,120011502,11
2020-02-27,10:44:00,3,628,516,49,38,25,94.50,15,120011502,11
2020-02-27,10:59:00,3,583,483,38,42,20,94.45,15,120011502,11
2020-02-27,11:14:00,3,609,491,53,43,22,93.83,15,120011502,11
2020-02-27,11:29:00,3,630,493,51,49,37,94.74,15,120011502,11
2020-02-27,11:44:00,3,616,500,56,37,23,94.13,15,120011502,11
2020-02-27,11:59:00,3,588,476,44,37,31,95.39,15,120011502,11
2020-02-27,12:14:00,3,656,554,45,36,21,91.48,15,120011502,11
2020-02-27,12:29:00,3,664,538,53,40,33,94.33,15,120011502,11
2020-02-27,12:44:00,3,664,553,55,34,22,94.34,15,120011502,11
2020-02-27,12:59:00,3,643,510,64,36,33,93.62,15,120011502,11
2020-02-27,13:14:00,3,595,486,39,42,28,96.13,15,120011502,11
2020-02-27,13:29:00,3,562,454,48,38,22,95.55,15,120011502,11
2020-02-27,13:44:00,3,602,486,50,42,24,94.25,15,120011502,11
2020-02-27,13:59:00,3,561,448,56,40,17,95.71,15,120011502,11
2020-02-27,14:14:00,3,625,488,64,53,20,91.82,15,120011502,11
2020-02-27,14:29:00,3,642,513,59,43,27,93.82,15,120011502,11
2020-02-27,14:44:00,3,631,516,46,51,18,91.79,15,120011502,11
2020-02-27,14:59:00,3,632,508,59,45,20,93.94,15,120011502,11
2020-02-27,15:14:00,3,713,579,63,44,27,89.42,15,120011502,11
2020-02-27,15:29:00,3,774,637,70,38,29,85.99,15,120011502,11
2020-02-27,15:44:00,3,730,600,74,37,19,89.14,15,120011502,11
2020-02-27,15:59:00,3,794,653,86,40,15,85.71,15,120011502,11
2020-02-27,16:14:00,3,790,670,71,34,15,80.26,15,120011502,11
2020-02-27,16:29:00,3,793,687,63,27,16,80.16,15,120011502,11
2020-02-27,16:44:00,3,784,689,59,28,8,77.65,15,120011502,11
2020-02-27,16:59:00,3,737,646,50,26,15,78.01,15,120011502,11
2020-02-27,17:14:00,3,638,577,35,14,12,28.69,15,120011502,11
2020-02-27,17:29:00,3,775,714,29,16,16,66.15,15,120011502,11
2020-02-27,17:44:00,3,702,659,21,13,9,82.15,15,120011502,11
2020-02-27,17:59:00,3,720,661,33,16,10,81.23,15,120011502,11
2020-02-27,18:14:00,3,730,665,27,16,22,83.49,15,120011502,11
2020-02-27,18:29:00,3,734,680,29,13,12,81.66,15,120011502,11
2020-02-27,18:44:00,3,646,596,18,15,17,90.66,15,120011502,11
2020-02-27,18:59:00,3,523,481,18,13,11,94.54,15,120011502,11
2020-02-27,19:14:00,3,438,403,19,7,9,99.24,15,120011502,11
2020-02-27,19:29:00,3,334,314,13,6,1,100.82,15,120011502,11
2020-02-27,19:44:00,3,318,294,6,5,13,102.13,15,120011502,11
2020-02-27,19:59:00,3,282,256,8,4,14,100.95,15,120011502,11
2020-02-27,20:14:00,3,271,254,5,4,8,100.19,15,120011502,11
2020-02-27,20:29:00,3,260,241,6,4,9,102.26,15,120011502,11
2020-02-27,20:44:00,3,262,247,8,1,6,101.81,15,120011502,11
2020-02-27,20:59:00,3,201,191,7,0,3,103.76,15,120011502,11
2020-02-27,21:14:00,3,169,153,8,5,3,100.77,15,120011502,11
2020-02-27,21:29:00,3,167,158,1,2,6,101.26,15,120011502,11
2020-02-27,21:44:00,3,161,155,2,2,2,99.87,15,120011502,11
2020-02-27,21:59:00,3,217,201,9,1,6,98.05,15,120011502,11
2020-02-27,22:14:00,3,147,142,2,2,1,94.59,15,120011502,11
2020-02-27,22:29:00,3,137,129,4,0,4,94.79,15,120011502,11
2020-02-27,22:44:00,3,97,89,5,1,2,99.35,15,120011502,11
2020-02-27,22:59:00,3,97,88,5,3,1,95.99,15,120011502,11
2020-02-27,23:14:00,3,71,63,2,1,5,97.42,15,120011502,11
2020-02-27,23:29:00,3,60,50,3,3,4,93.11,15,120011502,11
2020-02-27,23:44:00,3,38,30,2,2,4,92.06,15,120011502,11
2020-02-27,23:59:00,3,45,36,5,0,4,96.96,15,120011502,11
2020-02-28,00:14:00,4,39,27,6,2,4,93.60,15,120011502,11
2020-02-28,00:29:00,4,30,20,4,2,4,98.26,15,120011502,11
2020-02-28,00:44:00,4,25,21,0,0,4,97.20,15,120011502,11
2020-02-28,00:59:00,4,20,14,0,1,5,96.31,15,120011502,11
2020-02-28,01:14:00,4,18,8,1,2,7,97.39,15,120011502,11
2020-02-28,01:29:00,4,18,12,1,4,1,97.24,15,120011502,11
2020-02-28,01:44:00,4,11,8,0,2,1,96.53,15,120011502,11
2020-02-28,01:59:00,4,22,15,0,1,6,95.34,15,120011502,11
2020-02-28,02:14:00,4,16,12,0,0,4,98.68,15,120011502,11
2020-02-28,02:29:00,4,26,15,3,3,5,96.43,15,120011502,11
2020-02-28,02:44:00,4,21,9,3,5,4,94.61,15,120011502,11
2020-02-28,02:59:00,4,24,13,4,3,4,89.97,15,120011502,11
2020-02-28,03:14:00,4,16,10,2,2,2,98.27,15,120011502,11
2020-02-28,03:29:00,4,17,12,1,1,3,96.98,15,120011502,11
2020-02-28,03:44:00,4,37,19,5,5,8,95.54,15,120011502,11
2020-02-28,03:59:00,4,44,28,6,4,6,99.11,15,120011502,11
2020-02-28,04:14:00,4,36,24,4,2,6,96.37,15,120011502,11
2020-02-28,04:29:00,4,45,31,3,3,8,99.57,15,120011502,11
2020-02-28,04:44:00,4,44,29,3,3,9,101.22,15,120011502,11
2020-02-28,04:59:00,4,72,56,5,5,6,105.38,15,120011502,11
2020-02-28,05:14:00,4,94,77,5,5,7,103.18,15,120011502,11
2020-02-28,05:29:00,4,138,114,6,7,11,103.45,15,120011502,11
2020-02-28,05:44:00,4,178,154,10,7,7,104.56,15,120011502,11
2020-02-28,05:59:00,4,203,169,12,9,13,105.27,15,120011502,11
2020-02-28,06:14:00,4,250,212,21,4,13,103.93,15,120011502,11
2020-02-28,06:29:00,4,349,307,23,10,9,103.57,15,120011502,11
2020-02-28,06:44:00,4,527,458,43,13,13,100.28,15,120011502,11
2020-02-28,06:59:00,4,668,578,59,18,13,96.49,15,120011502,11
2020-02-28,07:14:00,4,826,746,50,13,17,86.27,15,120011502,11
2020-02-28,07:29:00,4,802,716,50,23,13,82.41,15,120011502,11
2020-02-28,07:44:00,4,860,762,65,24,9,79.92,15,120011502,11
2020-02-28,07:59:00,4,795,706,47,27,15,85.10,15,120011502,11
2020-02-28,08:14:00,4,833,756,36,20,21,81.44,15,120011502,11
2020-02-28,08:29:00,4,880,787,48,25,20,84.33,15,120011502,11
2020-02-28,08:44:00,4,814,710,44,40,20,89.96,15,120011502,11
2020-02-28,08:59:00,4,648,543,46,40,19,95.69,15,120011502,11
2020-02-28,09:14:00,4,628,525,57,30,16,96.65,15,120011502,11
2020-02-28,09:29:00,4,685,583,44,34,24,92.18,15,120011502,11
2020-02-28,09:44:00,4,653,555,46,29,23,93.30,15,120011502,11
2020-02-28,09:59:00,4,621,526,52,28,15,95.70,15,120011502,11
2020-02-28,10:14:00,4,612,513,46,35,18,93.20,15,120011502,11
2020-02-28,10:29:00,4,626,522,62,22,20,95.19,15,120011502,11
2020-02-28,10:44:00,4,588,491,43,36,18,94.92,15,120011502,11
2020-02-28,10:59:00,4,673,538,62,45,28,94.79,15,120011502,11
2020-02-28,11:14:00,4,628,520,45,43,20,94.77,15,120011502,11
2020-02-28,11:29:00,4,703,586,53,41,23,91.61,15,120011502,11
2020-02-28,11:44:00,4,713,585,60,39,29,92.46,15,120011502,11
2020-02-28,11:59:00,4,718,600,52,43,23,90.86,15,120011502,11
2020-02-28,12:14:00,4,731,626,52,29,24,87.43,15,120011502,11
2020-02-28,12:29:00,4,747,615,78,35,19,90.46,15,120011502,11
2020-02-28,12:44:00,4,726,599,58,47,22,83.65,15,120011502,11
2020-02-28,12:59:00,4,698,566,67,40,25,82.25,15,120011502,11
2020-02-28,13:14:00,4,674,551,58,35,30,86.96,15,120011502,11
2020-02-28,13:29:00,4,752,626,67,40,19,82.06,15,120011502,11
2020-02-28,13:44:00,4,757,625,83,32,17,82.51,15,120011502,11
2020-02-28,13:59:00,4,744,607,74,38,25,84.70,15,120011502,11
2020-02-28,14:14:00,4,697,573,67,40,17,84.45,15,120011502,11
2020-02-28,14:29:00,4,728,602,70,36,20,83.71,15,120011502,11
2020-02-28,14:44:00,4,705,591,64,35,15,82.18,15,120011502,11
2020-02-28,14:59:00,4,685,559,70,38,18,85.43,15,120011502,11
2020-02-28,15:14:00,4,749,632,57,43,17,82.46,15,120011502,11
2020-02-28,15:29:00,4,725,619,57,35,14,84.14,15,120011502,11
2020-02-28,15:44:00,4,676,578,49,38,11,84.90,15,120011502,11
2020-02-28,15:59:00,4,760,662,53,33,12,78.86,15,120011502,11
2020-02-28,16:14:00,4,690,611,48,24,7,87.43,15,120011502,11
2020-02-28,16:29:00,4,696,631,30,24,11,88.46,15,120011502,11
2020-02-28,16:44:00,4,699,636,32,21,10,84.56,15,120011502,11
2020-02-28,16:59:00,4,685,627,24,21,13,83.66,15,120011502,11
2020-02-28,17:14:00,4,736,690,23,11,12,86.21,15,120011502,11
2020-02-28,17:29:00,4,667,614,37,10,6,90.77,15,120011502,11
2020-02-28,17:44:00,4,662,615,26,11,10,83.96,15,120011502,11
2020-02-28,17:59:00,4,683,645,26,5,7,86.43,15,120011502,11
2020-02-28,18:14:00,4,599,566,16,8,9,93.11,15,120011502,11
2020-02-28,18:29:00,4,617,586,16,7,8,92.71,15,120011502,11
2020-02-28,18:44:00,4,502,473,12,7,10,98.32,15,120011502,11
2020-02-28,18:59:00,4,523,487,14,10,12,97.73,15,120011502,11
2020-02-28,19:14:00,4,436,406,10,13,7,98.75,15,120011502,11
2020-02-28,19:29:00,4,360,339,9,4,8,103.17,15,120011502,11
2020-02-28,19:44:00,4,340,316,10,6,8,103.03,15,120011502,11
2020-02-28,19:59:00,4,264,249,6,1,8,103.63,15,120011502,11
2020-02-28,20:14:00,4,237,222,9,1,5,105.52,15,120011502,11
2020-02-28,20:29:00,4,256,237,11,2,6,102.83,15,120011502,11
2020-02-28,20:44:00,4,188,168,11,2,7,103.00,15,120011502,11
2020-02-28,20:59:00,4,176,149,15,8,4,100.34,15,120011502,11
2020-02-28,21:14:00,4,197,182,6,3,6,97.20,15,120011502,11
2020-02-28,21:29:00,4,175,160,4,1,10,94.66,15,120011502,11
2020-02-28,21:44:00,4,151,141,2,2,6,94.87,15,120011502,11
2020-02-28,21:59:00,4,150,140,2,4,4,95.11,15,120011502,11
2020-02-28,22:14:00,4,157,148,6,2,1,95.36,15,120011502,11
2020-02-28,22:29:00,4,136,128,2,4,2,93.89,15,120011502,11
2020-02-28,22:44:00,4,131,117,7,1,6,96.02,15,120011502,11
2020-02-28,22:59:00,4,75,69,1,1,4,94.58,15,120011502,11
2020-02-28,23:14:00,4,81,65,5,6,5,95.23,15,120011502,11
2020-02-28,23:29:00,4,99,90,3,2,4,97.08,15,120011502,11
2020-02-28,23:44:00,4,83,75,2,2,4,96.46,15,120011502,11
2020-02-28,23:59:00,4,65,58,3,2,2,98.97,15,120011502,11
2020-02-29,00:14:00,5,61,53,7,0,1,99.54,15,120011502,11
2020-02-29,00:29:00,5,47,44,0,1,2,99.92,15,120011502,11
2020-02-29,00:44:00,5,67,60,2,1,4,98.20,15,120011502,11
2020-02-29,00:59:00,5,51,42,3,3,3,99.71,15,120011502,11
2020-02-29,01:14:00,5,52,43,5,0,4,95.41,15,120011502,11
2020-02-29,01:29:00,5,30,26,0,1,3,98.68,15,120011502,11
2020-02-29,01:44:00,5,22,18,2,0,2,96.86,15,120011502,11
2020-02-29,01:59:00,5,31,24,4,0,3,97.91,15,120011502,11
2020-02-29,02:14:00,5,24,13,4,1,6,101.94,15,120011502,11
2020-02-29,02:29:00,5,34,24,3,0,7,92.45,15,120011502,11
2020-02-29,02:44:00,5,26,18,3,3,2,90.41,15,120011502,11
2020-02-29,02:59:00,5,33,20,8,3,2,100.59,15,120011502,11
2020-02-29,03:14:00,5,26,18,3,1,4,91.42,15,120011502,11
2020-02-29,03:29:00,5,24,19,2,2,1,95.29,15,120011502,11
2020-02-29,03:44:00,5,15,9,3,1,2,96.61,15,120011502,11
2020-02-29,03:59:00,5,32,23,2,1,6,95.93,15,120011502,11
2020-02-29,04:14:00,5,32,22,4,2,4,93.55,15,120011502,11
2020-02-29,04:29:00,5,33,24,4,2,3,101.92,15,120011502,11
2020-02-29,04:44:00,5,40,27,6,4,3,101.06,15,120011502,11
2020-02-29,04:59:00,5,35,31,2,1,1,101.39,15,120011502,11
2020-02-29,05:14:00,5,46,40,1,1,4,102.59,15,120011502,11
2020-02-29,05:29:00,5,76,62,3,3,8,102.22,15,120011502,11
2020-02-29,05:44:00,5,133,119,8,5,1,103.93,15,120011502,11
2020-02-29,05:59:00,5,114,103,4,3,4,106.71,15,120011502,11
2020-02-29,06:14:00,5,110,91,7,5,7,101.64,15,120011502,11
2020-02-29,06:29:00,5,167,147,11,2,7,102.73,15,120011502,11
2020-02-29,06:44:00,5,163,145,11,4,3,103.40,15,120011502,11
2020-02-29,06:59:00,5,197,170,14,8,5,107.22,15,120011502,11
2020-02-29,07:14:00,5,186,164,12,8,2,105.86,15,120011502,11
2020-02-29,07:29:00,5,231,206,10,11,4,105.82,15,120011502,11
2020-02-29,07:44:00,5,254,222,15,12,5,104.83,15,120011502,11
2020-02-29,07:59:00,5,285,253,16,9,7,105.25,15,120011502,11
2020-02-29,08:14:00,5,299,265,18,12,4,104.87,15,120011502,11
2020-02-29,08:29:00,5,359,324,19,12,4,104.72,15,120011502,11
2020-02-29,08:44:00,5,446,417,17,9,3,104.09,15,120011502,11
2020-02-29,08:59:00,5,470,435,18,15,2,104.65,15,120011502,11
2020-02-29,09:14:00,5,447,412,16,11,8,102.00,15,120011502,11
2020-02-29,09:29:00,5,506,468,16,12,10,101.89,15,120011502,11
2020-02-29,09:44:00,5,522,488,19,10,5,100.88,15,120011502,11
2020-02-29,09:59:00,5,619,581,21,12,5,97.74,15,120011502,11
2020-02-29,10:14:00,5,605,564,26,8,7,98.57,15,120011502,11
2020-02-29,10:29:00,5,648,609,25,10,4,96.60,15,120011502,11
2020-02-29,10:44:00,5,633,598,20,10,5,99.21,15,120011502,11
2020-02-29,10:59:00,5,716,674,24,15,3,99.11,15,120011502,11
2020-02-29,11:14:00,5,724,676,34,11,3,96.94,15,120011502,11
2020-02-29,11:29:00,5,701,666,20,11,4,96.09,15,120011502,11
2020-02-29,11:44:00,5,734,683,29,16,6,95.52,15,120011502,11
2020-02-29,11:59:00,5,723,681,27,10,5,96.81,15,120011502,11
2020-02-29,12:14:00,5,697,658,23,11,5,97.07,15,120011502,11
2020-02-29,12:29:00,5,788,751,20,11,6,94.79,15,120011502,11
2020-02-29,12:44:00,5,741,699,28,9,5,92.88,15,120011502,11
2020-02-29,12:59:00,5,753,709,23,16,5,93.70,15,120011502,11
2020-02-29,13:14:00,5,708,670,21,9,8,93.91,15,120011502,11
2020-02-29,13:29:00,5,678,642,17,12,7,96.93,15,120011502,11
2020-02-29,13:44:00,5,687,653,22,7,5,96.07,15,120011502,11
2020-02-29,13:59:00,5,682,642,28,8,4,95.79,15,120011502,11
2020-02-29,14:14:00,5,711,689,16,5,1,91.40,15,120011502,11
2020-02-29,14:29:00,5,710,672,27,8,3,92.34,15,120011502,11
2020-02-29,14:44:00,5,658,628,16,9,5,93.85,15,120011502,11
2020-02-29,14:59:00,5,608,573,21,13,1,96.36,15,120011502,11
2020-02-29,15:14:00,5,557,537,13,4,3,99.15,15,120011502,11
2020-02-29,15:29:00,5,602,579,20,3,0,98.19,15,120011502,11
2020-02-29,15:44:00,5,540,521,15,2,2,99.75,15,120011502,11
2020-02-29,15:59:00,5,564,538,17,8,1,100.05,15,120011502,11
2020-02-29,16:14:00,5,574,546,18,8,2,98.59,15,120011502,11
2020-02-29,16:29:00,5,602,575,15,8,4,96.55,15,120011502,11
2020-02-29,16:44:00,5,542,519,12,8,3,98.55,15,120011502,11
2020-02-29,16:59:00,5,536,502,22,9,3,98.86,15,120011502,11
2020-02-29,17:14:00,5,498,480,12,3,3,102.15,15,120011502,11
2020-02-29,17:29:00,5,559,537,14,5,3,100.26,15,120011502,11
2020-02-29,17:44:00,5,450,435,10,4,1,102.52,15,120011502,11
2020-02-29,17:59:00,5,414,398,9,2,5,99.93,15,120011502,11
2020-02-29,18:14:00,5,431,414,9,6,2,95.40,15,120011502,11
2020-02-29,18:29:00,5,396,377,9,4,6,96.69,15,120011502,11
2020-02-29,18:44:00,5,324,307,9,5,3,99.25,15,120011502,11
2020-02-29,18:59:00,5,305,291,10,2,2,99.92,15,120011502,11
2020-02-29,19:14:00,5,322,301,10,3,8,97.70,15,120011502,11
2020-02-29,19:29:00,5,230,221,5,3,1,102.78,15,120011502,11
2020-02-29,19:44:00,5,228,217,3,4,4,100.77,15,120011502,11
2020-02-29,19:59:00,5,210,202,4,3,1,100.41,15,120011502,11
2020-02-29,20:14:00,5,204,190,4,3,7,100.85,15,120011502,11
2020-02-29,20:29:00,5,164,151,6,4,3,104.07,15,120011502,11
2020-02-29,20:44:00,5,149,134,8,0,7,101.61,15,120011502,11
2020-02-29,20:59:00,5,126,122,2,1,1,101.59,15,120011502,11
2020-02-29,21:14:00,5,126,120,4,1,1,101.30,15,120011502,11
2020-02-29,21:29:00,5,112,105,4,1,2,99.50,15,120011502,11
2020-02-29,21:44:00,5,101,96,4,1,0,102.87,15,120011502,11
2020-02-29,21:59:00,5,110,99,7,0,4,100.88,15,120011502,11
2020-02-29,22:14:00,5,103,100,1,0,2,99.17,15,120011502,11
2020-02-29,22:29:00,5,124,118,4,0,2,101.61,15,120011502,11
2020-02-29,22:44:00,5,85,81,1,0,3,100.04,15,120011502,11
2020-02-29,22:59:00,5,92,84,3,0,5,98.87,15,120011502,11
2020-02-29,23:14:00,5,88,83,1,1,3,100.72,15,120011502,11
2020-02-29,23:29:00,5,99,89,2,3,5,97.13,15,120011502,11
2020-02-29,23:44:00,5,93,83,3,4,3,98.16,15,120011502,11
2020-02-29,23:59:00,5,103,98,1,3,1,96.97,15,120011502,11

